idlojista,DtPedidoVenda,dataprometida,lojista,cluster,mundo,qtd_pedidos_colocados,qtd_itens_colocados,qtd_pedidos_aprovados,qtd_itens_aprovados,valorcolocado,valoraprovado,status_lojista,qtd_pedidos_atrasados_envio,valor_pedidos_atrasados_envio,qtd_pedidos_atraso_entrega,valor_pedidos_atraso_entrega,qtd_itens_no_prazo,qtd_itens_risco_atraso,qtd_itens_altorisco_atraso,qtd_itens_enviados,qtd_itens_entregues,qtd_itens_cancelados,qtd_itens_devolvidos,qtd_sku_distinto,qtd_sku,taxa_aprovacao
30976,2020-08-21,2020-11-03,10Estrela,AAA,Móveis,1,1,1,1,103.9000,103.9000,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
30976,2020-08-22,2020-10-13,10Estrela,AAA,Móveis,1,1,0,0,276.9000,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
10138,2020-08-04,2020-08-21,MegaMamute,AAA,Tecnologia,25,25,18,18,24129.6000,16279.0800,ativo,3,2289.1100,3,2289.1100,0,0,0,0,11,4,0,17,25,0.67465188
10138,2020-08-10,2020-08-26,MegaMamute,AAA,Tecnologia,29,32,13,16,38450.4700,19520.3200,ativo,1,1812.5700,3,2765.3300,0,0,0,0,14,1,0,18,32,0.50767442
10138,2020-08-24,2020-09-22,MegaMamute,AAA,Tecnologia,3,4,1,1,5123.1200,1297.0600,ativo,0,0.0000,0,0.0000,0,1,0,1,0,0,0,3,4,0.25317775
10138,2020-08-30,2020-09-24,MegaMamute,AAA,Tecnologia,3,3,2,2,6186.1200,4791.2100,ativo,0,0.0000,0,0.0000,2,0,0,2,0,0,0,3,3,0.77450971
30976,2020-08-02,2020-08-14,10Estrela,AAA,Móveis,2,2,1,1,638.2400,78.8700,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,2,2,0.12357420
30976,2020-08-05,2020-10-01,10Estrela,AAA,Móveis,2,2,2,2,1049.1100,1049.1100,ativo,0,0.0000,0,0.0000,0,1,0,0,1,0,0,2,2,1.00000000
30976,2020-08-08,2020-09-24,10Estrela,AAA,Móveis,1,1,1,1,37.2100,37.2100,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
30976,2020-08-10,2020-09-14,10Estrela,AAA,Móveis,5,5,4,4,4377.1600,4127.8700,ativo,0,0.0000,0,0.0000,0,0,0,0,4,0,0,5,5,0.94304755
30976,2020-08-10,2020-09-21,10Estrela,AAA,Móveis,2,2,1,1,1121.1400,999.9000,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,2,2,0.89186007
30976,2020-08-12,2020-11-03,10Estrela,AAA,Móveis,3,3,2,2,1343.2100,850.0800,ativo,0,0.0000,0,0.0000,0,0,0,0,2,0,0,2,3,0.63287200
30976,2020-08-20,2020-09-02,10Estrela,AAA,Móveis,24,24,16,16,5927.7000,2702.5700,ativo,1,121.2600,1,121.2600,0,0,0,0,15,0,0,23,24,0.45592220
30976,2020-08-22,2020-09-28,10Estrela,AAA,Móveis,3,3,2,2,314.0800,190.7900,ativo,0,0.0000,0,0.0000,0,1,0,1,1,0,0,2,3,0.60745670
10138,2020-08-19,2020-09-16,MegaMamute,AAA,Tecnologia,6,6,4,4,8136.6200,5603.5000,ativo,0,0.0000,0,0.0000,0,0,2,2,2,0,0,5,6,0.68867662
30976,2020-08-04,2020-08-18,10Estrela,AAA,Móveis,1,1,1,1,245.1200,245.1200,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
30976,2020-08-11,2020-09-25,10Estrela,AAA,Móveis,1,1,1,1,198.7800,198.7800,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
30976,2020-08-12,2020-11-06,10Estrela,AAA,Móveis,3,3,3,3,1438.4800,1438.4800,ativo,0,0.0000,0,0.0000,1,0,0,0,1,1,0,2,3,1.00000000
30976,2020-08-27,2020-10-02,10Estrela,AAA,Móveis,3,3,2,2,945.2000,798.3300,ativo,0,0.0000,0,0.0000,2,0,0,1,0,0,0,3,3,0.84461490
10138,2020-08-28,2020-09-09,MegaMamute,AAA,Tecnologia,17,17,11,11,31400.1400,21183.1300,ativo,0,0.0000,6,13056.8500,0,0,0,6,4,1,0,10,17,0.67461897
10138,2020-08-31,2020-09-21,MegaMamute,AAA,Tecnologia,10,12,4,6,17968.2700,11401.2400,ativo,0,0.0000,0,0.0000,6,0,0,4,0,0,0,8,12,0.63452074
30976,2020-08-02,2020-08-26,10Estrela,AAA,Móveis,9,9,6,6,2371.7700,1665.6400,ativo,0,0.0000,1,425.1300,0,0,0,1,4,1,0,8,9,0.70227720
30976,2020-08-04,2020-09-14,10Estrela,AAA,Móveis,1,1,1,1,578.6000,578.6000,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
30976,2020-08-09,2020-08-31,10Estrela,AAA,Móveis,15,15,12,12,6523.3200,4467.7700,ativo,0,0.0000,1,259.2100,0,0,0,1,11,0,0,12,15,0.68489205
30976,2020-08-09,2020-10-07,10Estrela,AAA,Móveis,1,1,1,1,653.9200,653.9200,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
30976,2020-08-14,2020-10-13,10Estrela,AAA,Móveis,4,4,2,2,693.9400,426.9500,ativo,0,0.0000,0,0.0000,2,0,0,1,0,0,0,3,4,0.61525492
30976,2020-08-17,2020-10-27,10Estrela,AAA,Móveis,1,1,0,0,665.2900,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-26,2020-10-05,10Estrela,AAA,Móveis,3,3,2,2,249.4000,160.6200,ativo,0,0.0000,0,0.0000,1,0,0,0,1,0,0,2,3,0.64402566
30976,2020-08-30,2020-10-22,10Estrela,AAA,Móveis,1,1,1,1,498.8800,498.8800,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
10138,2020-08-04,2020-08-10,MegaMamute,AAA,Tecnologia,49,49,28,28,52649.8600,29189.9600,ativo,0,0.0000,4,4270.6000,0,0,0,0,26,2,0,10,49,0.55441667
10138,2020-08-17,2020-09-11,MegaMamute,AAA,Tecnologia,3,3,1,1,3904.0500,1287.8500,ativo,0,0.0000,0,0.0000,0,0,1,1,0,0,0,2,3,0.32987539
30976,2020-08-07,2020-09-10,10Estrela,AAA,Móveis,7,7,6,6,4548.7900,4195.8900,ativo,0,0.0000,0,0.0000,0,0,0,0,6,0,0,7,7,0.92241893
30976,2020-08-14,2020-10-01,10Estrela,AAA,Móveis,3,3,3,3,492.2100,492.2100,ativo,0,0.0000,0,0.0000,0,1,0,1,2,0,0,3,3,1.00000000
30976,2020-08-17,2020-09-17,10Estrela,AAA,Móveis,1,1,1,1,487.9800,487.9800,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
30976,2020-08-26,2020-09-25,10Estrela,AAA,Móveis,2,3,2,3,782.2300,782.2300,ativo,0,0.0000,0,0.0000,2,0,0,0,1,0,0,3,3,1.00000000
10138,2020-08-14,2020-09-15,MegaMamute,AAA,Tecnologia,1,1,1,1,1428.7200,1428.7200,ativo,0,0.0000,0,0.0000,0,0,1,1,0,0,0,1,1,1.00000000
30976,2020-08-04,2020-08-21,10Estrela,AAA,Móveis,37,38,31,32,9626.1900,8287.5900,ativo,1,535.4500,2,629.4100,0,0,0,1,29,1,0,30,38,0.86094187
30976,2020-08-13,2020-09-18,10Estrela,AAA,Móveis,4,4,4,4,953.6900,953.6900,ativo,0,0.0000,0,0.0000,0,1,1,2,2,0,0,4,4,1.00000000
30976,2020-08-19,2020-09-17,10Estrela,AAA,Móveis,6,6,5,5,4331.3000,3763.4700,ativo,0,0.0000,0,0.0000,0,1,1,2,3,0,0,6,6,0.86890079
30976,2020-08-22,2020-09-30,10Estrela,AAA,Móveis,1,1,1,1,143.3300,143.3300,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
30976,2020-08-23,2020-09-21,10Estrela,AAA,Móveis,3,3,2,2,2086.4300,1746.1700,ativo,0,0.0000,0,0.0000,0,2,0,2,0,0,0,3,3,0.83691761
10138,2020-08-03,2020-08-25,MegaMamute,AAA,Tecnologia,5,5,4,4,5845.5500,4657.6000,ativo,0,0.0000,0,0.0000,0,0,0,0,4,0,0,5,5,0.79677704
10138,2020-08-18,2020-09-02,MegaMamute,AAA,Tecnologia,18,19,11,12,26135.1500,16707.6900,ativo,0,0.0000,2,2666.5200,0,0,0,3,9,0,0,13,19,0.63928043
10138,2020-08-18,2020-09-07,MegaMamute,AAA,Tecnologia,12,12,5,5,20047.9300,8507.6000,ativo,0,0.0000,2,2755.1400,0,0,0,2,3,0,0,8,12,0.42436301
10138,2020-08-21,2020-09-08,MegaMamute,AAA,Tecnologia,41,41,23,23,59493.1100,30665.9600,ativo,0,0.0000,1,1267.9000,0,0,0,1,22,0,0,14,41,0.51545397
30976,2020-08-04,2020-08-19,10Estrela,AAA,Móveis,6,6,6,6,1554.1000,1554.1000,ativo,0,0.0000,0,0.0000,0,0,0,0,6,0,0,6,6,1.00000000
30976,2020-08-14,2020-09-16,10Estrela,AAA,Móveis,6,6,4,4,2847.0100,2115.5200,ativo,0,0.0000,0,0.0000,0,0,0,0,4,0,0,6,6,0.74306729
30976,2020-08-29,2020-10-05,10Estrela,AAA,Móveis,3,5,3,5,965.3400,965.3400,ativo,0,0.0000,0,0.0000,4,0,0,2,1,0,0,5,5,1.00000000
30976,2020-08-30,2020-10-14,10Estrela,AAA,Móveis,1,1,1,1,1209.9000,1209.9000,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
10138,2020-08-01,2020-08-24,MegaMamute,AAA,Tecnologia,4,4,3,3,8001.7900,6613.0200,ativo,0,0.0000,0,0.0000,0,0,0,0,3,0,0,3,4,0.82644258
10138,2020-08-27,2020-09-09,MegaMamute,AAA,Tecnologia,26,26,16,16,45944.2900,27935.8500,ativo,0,0.0000,3,6346.4300,0,0,0,3,13,0,0,15,26,0.60803747
30976,2020-08-01,2020-09-15,10Estrela,AAA,Móveis,2,2,0,0,51.4200,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,2,0E-8
30976,2020-08-02,2020-09-07,10Estrela,AAA,Móveis,3,3,3,3,2671.3600,2671.3600,ativo,0,0.0000,0,0.0000,0,0,0,0,3,0,0,3,3,1.00000000
30976,2020-08-07,2020-09-08,10Estrela,AAA,Móveis,18,18,11,11,5349.9800,2790.4600,ativo,0,0.0000,3,725.8100,0,0,0,3,8,0,0,17,18,0.52158326
30976,2020-08-24,2020-11-19,10Estrela,AAA,Móveis,1,1,0,0,491.9000,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-25,2020-09-03,10Estrela,AAA,Móveis,8,9,6,7,1911.8400,1349.7600,ativo,0,0.0000,0,0.0000,0,0,0,0,7,0,0,6,9,0.70600050
30976,2020-08-26,2020-10-01,10Estrela,AAA,Móveis,1,1,0,0,667.3000,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-27,2020-10-06,10Estrela,AAA,Móveis,4,4,4,4,1898.7000,1898.7000,ativo,0,0.0000,0,0.0000,4,0,0,4,0,0,0,4,4,1.00000000
10138,2020-08-02,2020-08-19,MegaMamute,AAA,Tecnologia,14,14,9,9,18723.6800,14392.8000,ativo,0,0.0000,0,0.0000,0,0,0,0,9,0,0,9,14,0.76869504
10138,2020-08-11,2020-09-04,MegaMamute,AAA,Tecnologia,1,1,0,0,1345.6100,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
10138,2020-08-18,2020-08-31,MegaMamute,AAA,Tecnologia,11,11,4,4,14221.3700,5613.7300,ativo,0,0.0000,0,0.0000,0,0,0,0,4,0,0,5,11,0.39473904
10138,2020-08-25,2020-09-08,MegaMamute,AAA,Tecnologia,30,31,16,17,49369.7800,28126.8000,ativo,0,0.0000,3,4926.0200,0,0,0,4,13,0,0,15,31,0.56971694
30976,2020-08-02,2020-09-04,10Estrela,AAA,Móveis,2,2,1,1,414.8400,133.7300,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,2,2,0.32236525
30976,2020-08-08,2020-09-17,10Estrela,AAA,Móveis,2,2,2,2,177.7500,177.7500,ativo,0,0.0000,0,0.0000,0,0,1,0,1,0,0,2,2,1.00000000
30976,2020-08-26,2020-09-21,10Estrela,AAA,Móveis,13,15,7,7,7507.5100,2920.5200,ativo,0,0.0000,0,0.0000,0,4,0,4,3,0,0,13,15,0.38901313
30976,2020-08-28,2020-09-30,10Estrela,AAA,Móveis,4,4,3,3,931.9600,615.6500,ativo,0,0.0000,0,0.0000,3,0,0,2,0,0,0,4,4,0.66059702
10138,2020-08-24,2020-09-14,MegaMamute,AAA,Tecnologia,3,3,2,2,4939.4000,3667.7300,ativo,0,0.0000,0,0.0000,0,0,1,1,1,0,0,2,3,0.74254565
30976,2020-08-04,2020-09-16,10Estrela,AAA,Móveis,3,3,3,3,913.5600,913.5600,ativo,0,0.0000,0,0.0000,0,0,1,1,2,0,0,3,3,1.00000000
30976,2020-08-06,2020-08-31,10Estrela,AAA,Móveis,5,6,2,2,2202.7800,698.6400,ativo,0,0.0000,0,0.0000,0,0,0,0,2,0,0,4,6,0.31716286
30976,2020-08-06,2020-10-08,10Estrela,AAA,Móveis,1,1,0,0,302.8400,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-14,2020-09-08,10Estrela,AAA,Móveis,30,36,20,21,6532.0700,4281.2900,ativo,2,273.8000,2,273.8000,0,0,0,1,18,0,0,26,36,0.65542623
30976,2020-08-24,2020-09-09,10Estrela,AAA,Móveis,10,10,8,8,5003.1100,3934.7500,ativo,3,1443.9900,3,1443.9900,0,0,0,0,5,0,0,10,10,0.78646082
30976,2020-08-02,2020-10-09,10Estrela,AAA,Móveis,2,2,1,1,1087.8900,856.9000,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,2,2,0.78767155
30976,2020-08-05,2020-10-05,10Estrela,AAA,Móveis,1,1,1,1,346.7100,346.7100,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
30976,2020-08-10,2020-10-01,10Estrela,AAA,Móveis,2,3,1,2,1053.7000,356.8000,ativo,0,0.0000,0,0.0000,0,1,0,1,1,0,0,2,3,0.33861630
30976,2020-08-12,2020-08-25,10Estrela,AAA,Móveis,35,36,27,28,8954.0600,5556.4900,ativo,2,257.0600,3,820.1300,0,0,0,1,25,0,0,31,36,0.62055537
30976,2020-08-16,2020-09-29,10Estrela,AAA,Móveis,4,4,2,2,1836.2900,684.0300,ativo,0,0.0000,0,0.0000,0,2,0,0,0,0,0,2,4,0.37250652
30976,2020-08-18,2020-10-09,10Estrela,AAA,Móveis,2,2,2,2,201.1400,201.1400,ativo,0,0.0000,0,0.0000,1,0,0,0,0,1,0,2,2,1.00000000
30976,2020-08-19,2020-10-20,10Estrela,AAA,Móveis,3,3,1,1,620.9900,228.9500,ativo,0,0.0000,0,0.0000,1,0,0,1,0,0,0,2,3,0.36868549
30976,2020-08-23,2020-09-09,10Estrela,AAA,Móveis,5,5,4,4,2845.7600,2496.5600,ativo,2,1728.0100,2,1728.0100,0,0,0,0,2,0,0,5,5,0.87729113
30976,2020-08-31,2020-10-20,10Estrela,AAA,Móveis,2,2,1,1,412.5000,68.9000,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,2,2,0.16703030
10138,2020-08-07,2020-08-24,MegaMamute,AAA,Tecnologia,18,18,8,8,25083.9400,7645.2700,ativo,0,0.0000,1,1025.5800,0,0,0,1,7,0,0,15,18,0.30478745
10138,2020-08-09,2020-08-26,MegaMamute,AAA,Tecnologia,20,21,13,14,18839.7800,11123.1600,ativo,0,0.0000,1,888.9600,0,0,0,0,13,1,0,7,21,0.59040817
10138,2020-08-12,2020-08-21,MegaMamute,AAA,Tecnologia,112,117,77,82,140676.5000,95161.1800,ativo,0,0.0000,13,17315.3100,0,0,0,3,74,5,0,50,117,0.67645399
30976,2020-08-13,2020-09-17,10Estrela,AAA,Móveis,5,5,5,5,898.6600,898.6600,ativo,0,0.0000,0,0.0000,0,0,3,2,0,2,0,4,5,1.00000000
30976,2020-08-16,2020-10-07,10Estrela,AAA,Móveis,1,1,0,0,286.2100,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-17,2020-11-09,10Estrela,AAA,Móveis,1,1,1,1,434.5500,434.5500,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
10138,2020-08-05,2020-08-13,MegaMamute,AAA,Tecnologia,3,3,2,2,3476.7000,2317.8000,ativo,0,0.0000,0,0.0000,0,0,0,0,1,1,0,1,3,0.66666667
30976,2020-08-04,2020-09-01,10Estrela,AAA,Móveis,9,9,4,4,3378.4500,2139.4800,ativo,0,0.0000,0,0.0000,0,0,0,0,4,0,0,8,9,0.63327265
30976,2020-08-06,2020-08-24,10Estrela,AAA,Móveis,62,66,43,46,15881.0000,11187.5700,ativo,1,340.7900,3,548.8600,0,0,0,1,44,0,0,45,66,0.70446257
30976,2020-08-06,2020-09-16,10Estrela,AAA,Móveis,1,1,0,0,539.7700,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-06,2020-10-15,10Estrela,AAA,Móveis,1,1,0,0,290.6000,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-11,2020-09-03,10Estrela,AAA,Móveis,17,17,12,12,4939.9800,3898.1300,ativo,0,0.0000,1,154.3500,0,0,0,0,12,0,0,17,17,0.78909834
30976,2020-08-23,2020-10-05,10Estrela,AAA,Móveis,2,2,2,2,380.0900,380.0900,ativo,0,0.0000,0,0.0000,1,0,0,1,0,1,0,2,2,1.00000000
10138,2020-08-03,2020-09-08,MegaMamute,AAA,Tecnologia,1,1,0,0,1812.3000,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
10138,2020-08-19,2020-09-10,MegaMamute,AAA,Tecnologia,11,11,6,6,17495.3100,8385.6300,ativo,0,0.0000,0,0.0000,0,0,2,2,4,0,0,7,11,0.47930731
10138,2020-08-22,2020-09-23,MegaMamute,AAA,Tecnologia,1,1,1,1,816.0500,816.0500,ativo,0,0.0000,0,0.0000,0,1,0,1,0,0,0,1,1,1.00000000
30976,2020-08-01,2020-08-18,10Estrela,AAA,Móveis,65,66,47,48,20436.6400,16226.6000,ativo,0,0.0000,3,403.7000,0,0,0,2,46,0,0,49,66,0.79399549
30976,2020-08-13,2020-09-30,10Estrela,AAA,Móveis,1,1,1,1,177.8000,177.8000,ativo,0,0.0000,0,0.0000,0,1,0,0,0,0,0,1,1,1.00000000
30976,2020-08-19,2020-11-17,10Estrela,AAA,Móveis,2,2,0,0,3677.4100,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,2,2,0E-8
30976,2020-08-21,2020-09-18,10Estrela,AAA,Móveis,9,9,5,5,2520.2700,1492.8900,ativo,0,0.0000,0,0.0000,0,3,0,3,2,0,0,7,9,0.59235320
10138,2020-08-01,2020-08-20,MegaMamute,AAA,Tecnologia,6,6,3,3,7118.4700,3583.8400,ativo,0,0.0000,0,0.0000,0,0,0,0,3,0,0,5,6,0.50345650
10138,2020-08-16,2020-09-01,MegaMamute,AAA,Tecnologia,18,23,10,10,28270.5100,12071.4800,ativo,0,0.0000,1,1246.0800,0,0,0,1,9,0,0,10,23,0.42699902
30976,2020-08-07,2020-10-13,10Estrela,AAA,Móveis,2,2,0,0,505.9100,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,2,2,0E-8
30976,2020-08-18,2020-09-17,10Estrela,AAA,Móveis,1,1,1,1,217.7200,217.7200,ativo,0,0.0000,0,0.0000,0,0,1,1,0,0,0,1,1,1.00000000
10138,2020-08-06,2020-08-28,MegaMamute,AAA,Tecnologia,7,7,2,2,8799.1400,2233.0400,ativo,0,0.0000,0,0.0000,0,0,0,0,2,0,0,5,7,0.25377935
10138,2020-08-11,2020-08-25,MegaMamute,AAA,Tecnologia,8,8,5,5,8209.2700,4442.2800,ativo,0,0.0000,0,0.0000,0,0,0,0,5,0,0,7,8,0.54112972
10138,2020-08-12,2020-08-26,MegaMamute,AAA,Tecnologia,21,22,12,13,21603.9200,11189.9400,ativo,0,0.0000,1,961.2800,0,0,0,0,13,0,0,14,22,0.51795878
10138,2020-08-26,2020-09-17,MegaMamute,AAA,Tecnologia,7,7,5,5,7172.0400,5715.3900,ativo,0,0.0000,0,0.0000,0,3,0,3,0,2,0,5,7,0.79689879
30976,2020-08-11,2020-08-25,10Estrela,AAA,Móveis,9,9,6,6,2460.1000,1603.3000,ativo,0,0.0000,2,570.7100,0,0,0,1,5,0,0,5,9,0.65172147
30976,2020-08-16,2020-09-03,10Estrela,AAA,Móveis,3,3,3,3,2599.0200,2599.0200,ativo,0,0.0000,0,0.0000,0,0,0,0,2,1,0,3,3,1.00000000
30976,2020-08-16,2020-11-06,10Estrela,AAA,Móveis,1,1,0,0,443.4800,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-25,2020-10-19,10Estrela,AAA,Móveis,1,1,1,1,498.4800,498.4800,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
30976,2020-08-28,2020-09-21,10Estrela,AAA,Móveis,7,7,4,4,8946.5600,1617.2900,ativo,0,0.0000,0,0.0000,0,3,0,3,1,0,0,6,7,0.18077227
10138,2020-08-13,2020-09-08,MegaMamute,AAA,Tecnologia,3,3,2,2,5872.8000,3305.6500,ativo,1,360.5900,1,360.5900,0,0,0,0,1,0,0,3,3,0.56287461
10138,2020-08-19,2020-08-31,MegaMamute,AAA,Tecnologia,60,60,35,35,80344.5000,42666.3100,ativo,0,0.0000,6,6947.5900,0,0,0,4,30,1,0,28,60,0.53104208
10138,2020-08-25,2020-09-09,MegaMamute,AAA,Tecnologia,28,28,16,16,37746.9100,19655.8500,ativo,0,0.0000,0,0.0000,0,0,0,0,16,0,0,17,28,0.52072739
30976,2020-08-06,2020-10-06,10Estrela,AAA,Móveis,2,2,0,0,794.0200,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,2,2,0E-8
30976,2020-08-18,2020-10-23,10Estrela,AAA,Móveis,1,1,1,1,524.9000,524.9000,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
30976,2020-08-19,2020-10-01,10Estrela,AAA,Móveis,1,1,1,1,913.1200,913.1200,ativo,0,0.0000,0,0.0000,1,0,0,1,0,0,0,1,1,1.00000000
30976,2020-08-19,2020-10-29,10Estrela,AAA,Móveis,1,1,1,1,194.0500,194.0500,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
30976,2020-08-19,2020-11-04,10Estrela,AAA,Móveis,1,1,0,0,410.9900,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-23,2020-10-14,10Estrela,AAA,Móveis,1,1,0,0,107.2500,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-27,2020-09-04,10Estrela,AAA,Móveis,4,4,3,3,1769.7100,1218.5300,ativo,0,0.0000,0,0.0000,0,0,0,0,3,0,0,3,4,0.68854784
30976,2020-08-27,2020-09-07,10Estrela,AAA,Móveis,10,11,9,9,2900.8900,2279.2000,ativo,0,0.0000,0,0.0000,0,0,0,0,9,0,0,9,11,0.78568991
10138,2020-08-09,2020-08-21,MegaMamute,AAA,Tecnologia,16,16,7,7,14672.3500,7193.7100,ativo,0,0.0000,0,0.0000,0,0,0,0,6,1,0,8,16,0.49029024
10138,2020-08-27,2020-09-08,MegaMamute,AAA,Tecnologia,50,51,37,38,77492.4900,53904.3200,ativo,0,0.0000,4,7430.4600,0,0,0,4,33,1,0,26,51,0.69560702
30976,2020-08-07,2020-08-31,10Estrela,AAA,Móveis,6,6,5,5,2216.2000,1706.8500,ativo,0,0.0000,1,187.8000,0,0,0,0,5,0,0,5,6,0.77016966
30976,2020-08-13,2020-10-06,10Estrela,AAA,Móveis,1,1,1,1,164.2200,164.2200,ativo,0,0.0000,0,0.0000,0,1,0,0,0,0,0,1,1,1.00000000
30976,2020-08-16,2020-08-25,10Estrela,AAA,Móveis,33,33,25,25,7086.0200,5155.5000,ativo,0,0.0000,4,1074.2300,0,0,0,2,21,2,0,26,33,0.72755934
30976,2020-08-31,2020-10-21,10Estrela,AAA,Móveis,1,1,1,1,99.3300,99.3300,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
10138,2020-08-13,2020-08-28,MegaMamute,AAA,Tecnologia,22,22,10,10,25792.2800,11577.5100,ativo,0,0.0000,0,0.0000,0,0,0,0,8,2,0,16,22,0.44887501
10138,2020-08-13,2020-09-02,MegaMamute,AAA,Tecnologia,8,8,3,3,8465.1700,4176.4800,ativo,0,0.0000,0,0.0000,0,0,0,0,3,0,0,6,8,0.49337225
10138,2020-08-28,2020-10-02,MegaMamute,AAA,Tecnologia,1,1,1,1,493.5600,493.5600,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
10138,2020-08-31,2020-09-11,MegaMamute,AAA,Tecnologia,13,14,6,7,16727.9500,6676.3000,ativo,0,0.0000,0,0.0000,0,0,1,1,6,0,0,9,14,0.39911047
30976,2020-08-02,2020-09-01,10Estrela,AAA,Móveis,8,8,7,7,2874.7900,2148.3300,ativo,1,298.7100,2,970.8600,0,0,0,0,6,0,0,8,8,0.74729980
30976,2020-08-04,2020-09-28,10Estrela,AAA,Móveis,2,2,0,0,281.7900,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,2,2,0E-8
30976,2020-08-10,2020-09-23,10Estrela,AAA,Móveis,2,2,1,1,3329.2300,494.1300,ativo,0,0.0000,0,0.0000,0,1,0,1,0,0,0,2,2,0.14842171
30976,2020-08-10,2020-10-23,10Estrela,AAA,Móveis,1,2,1,2,115.8000,115.8000,ativo,0,0.0000,0,0.0000,2,0,0,0,0,0,0,1,2,1.00000000
30976,2020-08-28,2020-09-15,10Estrela,AAA,Móveis,7,7,6,6,3665.4800,3462.8100,ativo,0,0.0000,0,0.0000,0,5,0,5,1,0,0,6,7,0.94470847
30976,2020-08-29,2020-09-25,10Estrela,AAA,Móveis,8,8,4,4,3017.8400,1329.9900,ativo,0,0.0000,0,0.0000,4,0,0,4,0,0,0,7,8,0.44070925
30976,2020-08-31,2020-10-16,10Estrela,AAA,Móveis,3,6,2,4,1289.5900,834.7900,ativo,0,0.0000,0,0.0000,4,0,0,0,0,0,0,4,6,0.64732977
10138,2020-08-12,2020-09-01,MegaMamute,AAA,Tecnologia,8,8,4,4,8663.6500,5259.9400,ativo,0,0.0000,1,2515.4800,0,0,0,0,4,0,0,8,8,0.60712748
10138,2020-08-12,2020-09-16,MegaMamute,AAA,Tecnologia,1,1,0,0,217.8100,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
10138,2020-08-16,2020-08-26,MegaMamute,AAA,Tecnologia,46,49,27,28,63179.5500,39367.5800,ativo,0,0.0000,1,2264.5800,0,0,0,0,26,2,0,16,49,0.62310637
